228,100
228.1,120
228.2,140
228.3,160
228.4,180
228.5,200
228.6,220
228.7,240
228.8,260
228.9,280
229,300
229.1,322
229.2,344
229.3,366
229.4,388
229.5,410
229.6,482
229.7,454
229.8,476
229.9,498
230,520
230.1,546
230.2,572
230.3,598
230.4,624
230.5,626
230.6,676
230.7,702
230.8,728
230.9,754
231,780
231.1,806
231.2,832
231.3,858
231.4,884
231.5,910
231.6,936
231.7,962
231.8,988
231.9,1014
232,1040
232.1,1068
232.2,1096
232.3,1124
232.4,1152
232.5,1180
232.6,1208
232.7,1236
232.8,1264
232.9,1292
233,1320
233.1,1348
233.2,1376
233.3,1404
233.4,1432
233.5,1460
233.6,1488
233.7,1516
233.8,1544
233.9,1572
234,1600
234.1,1634
234.2,1668
234.3,1702
234.4,1736
234.5,1770
234.6,1804
234.7,1838
234.8,1872
234.9,1906
235,1940
235.1,1926
235.2,2012
235.3,2048
235.4,2084
235.5,2120
235.6,2156
235.7,2192
235.8,2228
235.9,2264
236,2300
236.1,2338
236.2,2376
236.3,2414
236.4,2452
236.5,2490
236.6,2528
236.7,2566
236.8,2604
236.9,2642
237,2680
237.1,2722
237.2,2764
237.3,2806
237.4,2848
237.5,2890
237.6,2932
237.7,2974
237.8,3016
237.9,3058
238,3100
238.1,3146
238.2,3192
238.3,3238
238.4,3284
238.5,3330
238.6,3376
238.7,3422
238.8,3468
238.9,3514
239,3560
239.1,3608
239.2,3656
239.3,3704
239.4,3752
239.5,3800
239.6,3848
239.7,3896
239.8,3944
239.9,3992
240,4040
240.1,4097
240.2,4154
240.3,4211
240.4,4268
240.5,4325
240.6,4382
240.7,4439
240.8,4496
240.9,4553
241,4610
241.1,4671
241.2,4732
241.3,4793
241.4,4854
241.5,4915
241.6,4976
241.7,5037
241.8,5098
241.9,5159
242,5220
242.1,5288
242.2,5356
242.3,5424
242.4,5492
242.5,5560
242.6,5628
242.7,5696
242.8,5764
242.9,5832
243,5900
243.1,5972
243.2,6044
243.3,6116
243.4,6188
243.5,6260
243.6,6332
243.7,6404
243.8,6476
243.9,6548
244,6620
244.1,6698
244.2,6776
244.3,6854
244.4,6932
244.5,7010
244.6,7088
244.7,7166
244.8,7244
244.9,7322
245,7400
245.1,7490
245.2,7580
245.3,7670
245.4,7760
245.5,7850
245.6,7940
245.7,8030
245.8,8120
245.9,8210
246,8300
246.1,8394
246.2,8488
246.3,8582
246.4,8676
246.5,8770
246.6,8864
246.7,8958
246.8,9052
246.9,9146
247,9240
247.1,9338
247.2,9436
247.3,9534
247.4,9632
247.5,9730
247.6,9828
247.7,9926
247.8,10024
247.9,10122
248,10220
248.1,10322
248.2,10424
248.3,10526
248.4,10628
248.5,10730
248.6,10832
248.7,10934
248.8,11036
248.9,11138
249,11240
249.1,11356
249.2,11472
249.3,11588
249.4,11704
249.5,11820
249.6,11936
249.7,12052
249.8,12168
249.9,12284
250,12400
250.1,12522
250.2,12644
250.3,12766
250.4,12888
250.5,13010
250.6,13132
250.7,13254
250.8,13376
250.9,13498
251,13620
251.1,13758
251.2,13896
251.3,14034
251.4,14172
251.5,14310
251.6,14448
251.7,14586
251.8,14724
251.9,14862
252,15000
252.1,15140
252.2,15280
252.3,15420
252.4,15560
252.5,15700
252.6,15840
252.7,15980
252.8,16120
252.9,16260
253,16400
253.1,16540
253.2,16680
253.3,16820
253.4,16960
253.5,17100
253.6,17240
253.7,17380
253.8,17520
253.9,17660
254,17800
254.1,17960
254.2,18120
254.3,18280
254.4,18440
254.5,18600
254.6,18760
254.7,18920
254.8,19080
254.9,19240
255,19400
255.1,19560
255.2,19720
255.3,19880
255.4,20040
255.5,20200
255.6,20360
255.7,20520
255.8,20680
255.9,20840
256,21000
256.1,21160
256.2,21320
256.3,21480
256.4,21640
256.5,21800
256.6,21960
256.7,22120
256.8,22280
256.9,22440
257,22600
257.1,22770
257.2,22940
257.3,23110
257.4,23280
257.5,23450
257.6,23620
257.7,23790
257.8,23960
257.9,24130
258,24300
258.1,24490
258.2,24680
258.3,24870
258.4,25060
258.5,25250
258.6,25440
258.7,25630
258.8,25820
258.9,26010
259,26200
259.1,26400
259.2,26600
259.3,26800
259.4,27000
259.5,27200
259.6,27400
259.7,27600
259.8,27800
259.9,28000
260,28200
260.1,28410
260.2,28620
260.3,28830
260.4,29040
260.5,29250
260.6,29460
260.7,29670
260.8,29880
260.9,30090
261,30300
261.1,30510
261.2,30720
261.3,30930
261.4,31140
261.5,31350
261.6,31560
261.7,31770
261.8,31980
261.9,32190
262,32400
262.1,32630
262.2,32860
262.3,33090
262.4,33320
262.5,33550
262.6,33780
262.7,34010
262.8,34240
262.9,34470
263,34700
263.1,34930
263.2,35160
263.3,35390
263.4,35620
263.5,35850
263.6,36080
263.7,36310
263.8,36540
263.9,36770
264,37000
264.1,37230
264.2,37460
264.3,37690
264.4,37920
264.5,38150
264.6,38380
264.7,38610
264.8,38840
264.9,39070
265,39300
265.1,39530
265.2,39760
265.3,39990
265.4,40220
265.5,40450
265.6,40680
265.7,40910
265.8,41140
265.9,41370
266,41600
266.1,41840
266.2,42080
266.3,42320
266.4,42560
266.5,42800
266.6,43040
266.7,43280
266.8,43520
266.9,43760
267,44000
267.1,44260
267.2,44520
267.3,44780
267.4,45040
