961,38,267.37,211.0,0.02,0,1,267.37,275.0
743,38
842,33
886,9
670,38
813,38
422,35
811,25
522,38
811,38
450,1
812,38
519,0
677,30
919,29
841,37
920,37
921,37
1230,2310
1150,2321
999,2401
2160,2380
1310,2385
1950,2275
2090,2239
1690,2282
2270,2285
1240,2292
1720,2276
1460,2303
1400,2297
1040,2294
1220,2318
1130,2366
852,2328
1400,1948
852,2149
1340,2250
1240,2000
1330,1791
1700,979
1720,26
2300,178
2010,277
2410,201
2220,188
1780,206
2500,218
1200,218
2390,217
1190,217
1780,216
1510,215
1340,215
1520,214
1420,6
1010,859
1440,1754
827,2091
959,2281
958,2297
866,2290
1260,2274
900,2269
