337,52,272.94,211.63,0.005,0,-1,272.94,275.0
337,52
338,52
150,52
654,52
654,62
589,62
812,62
732,62
1025,62
812,70
892,70
876,70
1101,70
559,70
1051,80
712,80
490,80
728,80
727,80
324,90
803,90
320,90
879,90
511,90
644,100
324,100
723,100
404,100
963,100
563,110
563,110
410,110
890,110
571,110
790,119
709,119
790,119
490,119
652,119
891,129
372,129
1614,129
878,129
2028,129
815,139
1296,139
1210,139
1286,139
1282,139
1039,149
1518,149
955,149
1751,149
627,149
1586,158
1180,158
1099,158
1610,158
716,158
1517,168
877,168
1198,168
1117,168
1118,168
956,178
1116,178
589,178
1681,178
558,178
1278,188
794,188
1034,188
1030,188
949,188
946,197
933,197
713,197
831,197
1114,197
956,206
1437,206
1038,206
1636,206
2162,206
2174,216
3380,216
2518,216
3388,216
3018,216
3509,226
3667,226
2594,226
3147,226
2922,226
2153,226
2033,226
2861,226
2318,210
1889,210
2483,210
2164,210
2158,195
2073,195
2142,195
1822,195
1963,180
1858,180
1763,180
1751,180
1254,164
1400,164
1838,164
960,164
1354,148
1026,148
1358,148
1537,148
644,132
1126,132
1126,132
1047,132
888,116
968,116
886,116
727,116
966,100
870,100
498,100
1378,100
418,85
1058,85
579,85
978,85
579,69
1124,69
12,69
1296,69
336,54
909,54
329,54
1040,54
406,38
646,38
487,38
647,38
807,22
407,22
728,22
408,22
888,7
168,7
889,7
166,7
806,3
525,3
206,3
766,3
446,3
526,3
173,3
854,3
373,3
614,3
450,3
554,3
429,3
614,3
374,3
614,3
374,3
449,3
530,3
453,3
372,3
530,3
370,3
378,3
453,3
289,3
