206,9,262.41,206.42,0.05,0,1,262.41,275.0
206,8
207,7
207,6
197,7
187,8
177,9
168,9
160,9
151,9
153,6
154,3
156,0
186,0
216,0
246,0
320,0
393,0
467,0
662,3
856,6
1051,9
1174,9
1298,9
1421,9
1179,11
937,14
695,16
741,17
788,17
834,18
782,19
731,20
679,20
645,14
612,7
578,0
585,0
591,0
598,0
560,7
523,13
485,20
501,20
517,20
533,20
532,20
531,20
530,20
543,20
556,20
569,20
563,20
558,20
552,20
539,19
527,19
514,18
588,17
663,16
737,15
778,14
819,13
860,12
902,13
945,14
987,15
1088,14
1189,13
1290,12
1216,10
1141,9
1067,7
1008,10
948,12
889,15
840,18
790,21
741,23
709,23
676,23
644,23
565,19
486,15
407,11
429,11
452,11
474,11
527,15
580,19
633,23
562,23
491,23
420,23
