242,32,271.77,211.79,0.01,0,0,271.77,275.0
166,64
406,64
566,64
406,64
406,67
406,67
246,67
428,67
249,67
169,71
249,71
489,71
390,71
92,71
411,75
172,75
251,75
412,75
332,75
332,79
252,79
491,79
171,79
491,79
411,83
171,83
491,83
411,83
331,83
251,87
491,87
411,87
331,87
411,87
411,91
650,91
651,91
411,91
557,91
650,95
730,95
651,95
799,95
890,58
970,21
731,25
810,14
891,20
813,12
813,103
893,103
952,218
1250,409
1454,655
1817,889
2331,1202
2260,1615
2826,1792
3078,1795
3028,2013
4090,2452
3522,2572
4340,2895
4283,2893
3998,2945
4158,2882
4120,3142
3550,3307
3789,3298
3641,3331
3331,2941
2774,1559
2835,1506
1883,2432
2166,2220
1904,2456
1977,2334
1471,2491
1319,2653
1962,1919
638,2127
1654,1876
838,2100
1378,1948
1040,2041
1037,1802
1062,1452
890,1460
878,1432
865,1435
1506,839
338,233
815,248
1177,103
660,103
662,103
742,103
662,103
742,103
662,103
663,103
503,103
742,103
502,103
821,103
662,103
742,103
823,103
744,103
824,103
825,103
